Material,Descripción de Mater,Descripción Larga,Ubicación,Stock Total,UMB,Stock Almacén,Centro,Almacén,Valor Total,Valoración,Precio Variable,Stock Especial,Categoria,Stock de seguridad,Valor Stock
1000001378,"RETEN, 650031Z, VENTOMATIC, 42 X 56 X 7","SELLO RETEN, HERCA A 42 56 7; VENTOMATIC 650031Z, 42 MM ID X 56 MM OD X 7 MM HT, CON RESORTE CARGADO, LABIO SENCILLO",1 09 10 B1,6,EA,6,EE60,1000,714.18,AVG-COST,119.03,,REPUESTOS MECANICOS,0,714.18
1000001387,"CELDA FOTOEL., RLK28-8H-700-RT-Z/31/116","CELDA FOTOELECTRICA, VISOLUX PARTE RLK28-8H-700-RT-Z/31/116, 5 A, 24-280 V (SENSOR)",1 11 03 E3,6,EA,4,EE60,1000,"42,750.00",AVG-COST,"7,125.00",,REPUESTOS ELECTRICOS Y ELECTRO,5,"28,500.00"
1000001514,"CELDA FOTOEL., RLK28-8H-700-RT-Z/31/116","CELDA FOTOELECTRICA, VISOLUX PARTE RLK28-8H-700-RT-Z/31/116, 5 A, 24-280 V (SENSOR)",1 11 03 E3,6,EA,2,EE60,1007,"42,750.00",AVG-COST,"7,125.00",,REPUESTOS ELECTRICOS Y ELECTRO,5,"14,250.00"
1000001521,"RETEN,90 ID X 110 OD X15 HT MM,NBR","SELLO RETEN,90 ID X 110 OD X 15MM HT,NBR,RESORTE CARGADO DOBLE LABIO",Falta ubicación,0,EA,0,EE60,1000,0,AVG-COST,"1,500.00",,REPUESTOS MECANICOS,0,0
1000001601,"INTERRUPTOR, 3RV1011-1CA15, SIEMENS, 1.8","INTERRUPTOR ELECTRICO, SIEMENS 3RV1011-1CA15, 40015088, 1.8-2.5 A, 440 V, POLOS 3, TIPO TERMOMAGNETICO",1 04 02 C1,5,EA,1,EE60,1000,"4,626.47",AVG-COST,"1,460.00",,REPUESTOS ELECTRICOS Y ELECTRO,0,"1,460.00"
1000001627,"INTERRUPTOR, 3RV1011-1CA15, SIEMENS, 1.8","INTERRUPTOR ELECTRICO, SIEMENS 3RV1011-1CA15, 40015088, 1.8-2.5 A, 440 V, POLOS 3, TIPO TERMOMAGNETICO",1 04 02 C1,5,EA,1,EE60,1005,"4,626.47",RECOVERED,0,,REPUESTOS ELECTRICOS Y ELECTRO,0,0
1000001628,"INTERRUPTOR, 3RV1011-1CA15, SIEMENS, 1.8","INTERRUPTOR ELECTRICO, SIEMENS 3RV1011-1CA15, 40015088, 1.8-2.5 A, 440 V, POLOS 3, TIPO TERMOMAGNETICO",1 04 02 C1,5,EA,3,EE60,1007,"4,626.47",AVG-COST,"1,055.49",K,REPUESTOS ELECTRICOS Y ELECTRO,0,"3,166.47"
1000001633,"ESTACION BOTONES, A. BRADLEY 800T-2TZ","ESTACION DE BOTONES, ALLEN BRADLEY CATALOGO 800T-2TZ",1 11 13 H2,9,EA,9,EE60,1000,"15,686.50",AVG-COST,"1,742.94",,REPUESTOS ELECTRICOS Y ELECTRO,1,"15,686.50"
1000001647,"SENSOR ELECT.,RLK28-55/31/116,VISOLUX,5A","SENSOR ELECTRICO, VISOLUX, RLK28-55/31/116, 5A, 24-280V",1 11 01 A3,0,EA,0,EE60,1000,0,AVG-COST,"5,880.00",,REPUESTOS ELECTRICOS Y ELECTRO,0,0
1000001693,"DIODO ELECTO., 331X106ABG01, G.E.","DIODO ELECTRONICO, GENERAL ELECTRIC 331X106ABG01",1 13 09 E1,1,EA,1,EE60,1005,0,RECOVERED,0,,REPUESTOS ELECTRICOS Y ELECTRO,0,0
1000001724,"COJIN SOP,100IDMM,306243,BEUMER","COJINETE SOPORTE,100IDMM,306243,BEUMER",1 26 02 E2,0,EA,0,EE60,1000,0,AVG-COST,"81,201.33",,REPUESTOS MECANICOS,0,0
1000001725,"SENSOR PROX., XSA-V11801, TELEMECANIQUE","SENSOR PROXIMIDAD, TELEMECANIQUE PARTE XSA-V11801, PARTE XSA-V11151",1 04 02 A2,3,EA,0,EE60,1000,"5,039.38",AVG-COST,"3,594.69",,REPUESTOS ELECTRICOS Y ELECTRO,0,0
1000001896,"SENSOR PROX., XSA-V11801, TELEMECANIQUE","SENSOR PROXIMIDAD, TELEMECANIQUE PARTE XSA-V11801, PARTE XSA-V11151",1 04 02 A2,3,EA,1,EE60,1005,"5,039.38",RECOVERED,0,,REPUESTOS ELECTRICOS Y ELECTRO,0,0
1000001905,"SENSOR PROX., XSA-V11801, TELEMECANIQUE","SENSOR PROXIMIDAD, TELEMECANIQUE PARTE XSA-V11801, PARTE XSA-V11151",1 04 02 A2,3,EA,2,EE60,1007,"5,039.38",AVG-COST,"2,519.69",K,REPUESTOS ELECTRICOS Y ELECTRO,0,"5,039.38"
1000001907,"TUERCA, M16, 2 MM, HEX., GR 8, 520, BEUM","TUERCA, TIPO HEXAGONAL, M16, ROSCA 2 MM, CS TEMPLADO GRADO 8, DIN 439B, BEUMER 520",1 17 10 H2,"1,514.00",EA,373,EE60,1000,"13,708.76",AVG-COST,26.84,,HERRAMIENTAS Y FERRETERIA,53,"10,011.92"
1000001912,"TUERCA, M16, 2 MM, HEX., GR 8, 520, BEUM","TUERCA, TIPO HEXAGONAL, M16, ROSCA 2 MM, CS TEMPLADO GRADO 8, DIN 439B, BEUMER 520",1 17 10 H2,"1,514.00",EA,0,EE60,1007,"13,708.76",AVG-COST,6.8,K,HERRAMIENTAS Y FERRETERIA,53,0
1000001944,"TUERCA, M16, 2 MM, HEX., GR 8, 520, BEUM","TUERCA, TIPO HEXAGONAL, M16, ROSCA 2 MM, CS TEMPLADO GRADO 8, DIN 439B, BEUMER 520",1 17 10 H2,"1,514.00",EA,"1,141.00",EE60,1007,"13,708.76",AVG-COST,3.24,K,HERRAMIENTAS Y FERRETERIA,53,"3,696.84"
1000002001,"TUERCA, M16, 2 MM, HEX., 300820, BEUMER","TUERCA, TIPO HEXAGONAL, M16, ROSCA 2 MM, ACERO FORJADO, BEUMER 300820",1 17 10 H1,585,EA,585,EE60,1000,"43,875.00",AVG-COST,75,,HERRAMIENTAS Y FERRETERIA,62,"43,875.00"
1000002020,"PLACA RESP., 314119, BEUMER, 80 X 119 X","PLACA RESPALDO CUBO ELEVADOR, 80 MM HT X 119 MM LG X 9 MM THK, MATERIAL CS, BEUMER 314119:",1 16 05 H1,747,EA,747,EE60,1000,"164,340.00",AVG-COST,220,,REPUESTOS MECANICOS,121,"164,340.00"
1000002021,"SELLO LABTO,043554,DODGE","SELLO LABERINTO,043554,DODGE",1 05 05 D1,7,EA,7,EE60,1005,0,RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000002054,"SET ELEM., 043546, DODGE","SET ELEMENTOS, DODGE 043546",1 13 07 D2,3,EA,3,EE60,1000,698.25,AVG-COST,232.75,,REPUESTOS MECANICOS,0,698.25
1000002072,"SELLO LABTO,DODGE,043560, 5-15/16""","SELLO LABERINTO,DODGE,043560, 5-15/16"",TRIPLE-TECT",1 09 09 G3,6,EA,6,EE60,1000,"5,289.84",AVG-COST,881.64,,REPUESTOS MECANICOS,0,"5,289.84"
1000002073,"MANGUITO FIJACION, HA 3132, SKF, 5-7/16""","MANGUITO FIJACION RODAMIENTO, 5-7/16"", SKF HA 3132, HA 3132 SKF (BUJE DE DESGASTE)",1 09 04 F1,2,EA,2,EE60,1000,"8,178.58",AVG-COST,"4,089.29",,REPUESTOS MECANICOS,0,"8,178.58"
1000002115,"MANGUITO FIJACION, HA 3132, SKF, 5-7/16""","MANGUITO FIJACION RODAMIENTO, 5-7/16"", SKF HA 3132, HA 3132 SKF (BUJE DE DESGASTE)",1 09 04 F1,2,EA,0,EE60,1005,"8,178.58",RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000002118,"PLACA RESPALDO, 314117,BEUMER,60 X 99,CS","PLACA RESPALDO CUBO ELEVADOR, 60 MM ANCHO X 99 MM LONG X 9 MM ESP, CS, BEUMER 314117",1 37 02 B1,162,EA,162,EE60,1000,"31,852.06",AVG-COST,196.62,,REPUESTOS MECANICOS,0,"31,852.06"
1000002132,"TUERCA FIJ., KM 36, SKF, 410070, DODGE","TUERCA FIJACION, DODGE 410070, SKF KM 36",1 09 07 D3,0,EA,0,EE60,1007,0,AVG-COST,"1,305.36",,REPUESTOS MECANICOS,0,0
1000002133,"TUERCA FIJ., KM 36, SKF, 410070, DODGE","TUERCA FIJACION, DODGE 410070, SKF KM 36",1 09 07 D3,0,EA,0,EE60,1007,0,AVG-COST,"1,374.77",K,REPUESTOS MECANICOS,0,0
1000002134," ROD IND,6X17-1/2"",IMPACTO","RODILLO INDIVIDUAL BANDA,6X17-1/2"",IMPACTO,HULE,SELLADO,D,RRI-5460-D,DIMISA",1 19 01 C7,3,EA,3,EE60,1000,"3,910.56",AVG-COST,"1,303.52",,REPUESTOS MECANICOS,0,"3,910.56"
1000002135,"PLACA MOL,D 1000000915,CX","PLACA MOLINO,D 1000000915,CX,D 009281-00-0 P8,LOESCHE 002529-00-1",1 21 02 B1,0,EA,0,EE60,1000,0,AVG-COST,"39,000.00",,REVESTIMIENTOS (PLACAS Y BLIND,0,0
1000002137,"MANGUITO FIJACION, HA 315, SKF, 2-7/16""","MANGUITO FIJACION RODAMIENTO, 2-7/16"", HA-315 SKF",1 15 05 C2,2,EA,2,EE60,1007,"1,413.78",AVG-COST,706.89,K,REPUESTOS MECANICOS,0,"1,413.78"
1000002144," ROD IND,6X12-3/8"",CARGA,1X13-7/8X3/4""EC","RODILLO INDIVIDUAL BANDA,6X12-3/8"",CARGA,1X13-7/8X3/4"" EC,CS,SELLADO,D",1-2-C303,1,EA,1,EE60,1005,0,RECOVERED,0,,REPUESTOS MECANICOS,15,0
1000002145," ROD IND,6X12-3/8"",CARGA,1X13-7/8X3/4""EC","RODILLO INDIVIDUAL BANDA,6X12-3/8"",CARGA,1X13-7/8X3/4"" EC,CS,SELLADO,D",P 03 05 B1,1,EA,0,EE60,1000,0,AVG-COST,995.48,,REPUESTOS MECANICOS,15,0
1000002147," ROD IND,6X14-1/2"",CARGA,1X16X3/4"" EC","RODILLO INDIVIDUAL BANDA,6X14-1/2"",CARGA,1X16X3/4"" EC,CS,SELLADO,D",1 44 02 A1,20,EA,0,EE60,1000,"35,741.66",AVG-COST,"1,058.36",,REPUESTOS MECANICOS,26,0
1000002148," ROD IND,6X14-1/2"",CARGA,1X16X3/4"" EC","RODILLO INDIVIDUAL BANDA,6X14-1/2"",CARGA,1X16X3/4"" EC,CS,SELLADO,D",1 44 02 A1,20,EA,20,EE60,1000,"35,741.66",AVG-COST,"1,787.08",K,REPUESTOS MECANICOS,26,"35,741.66"
1000002149," ROD IND,6X46"",RETOR,1X47-1/2X3/4"" EC","RODILLO INDIVIDUAL BANDA,6X46"",RETOR,1X47-1/2X3/4"" EC,CS, SELLADO,D,",P 03 04 E1,18,EA,18,EE60,1000,"45,610.74",AVG-COST,"2,533.93",,REPUESTOS MECANICOS,17,"45,610.74"
1000002150,"ABRAZADERA, HS24, DIXON, 2"", SIN FIN, SS","ABRAZADERA, DIAMETRO 2"", TIPO SIN FIN, DIXON HS24, MATERIAL SS",1 07 07 C1,17,EA,17,EE60,1007,123.76,AVG-COST,7.28,K,REPUESTOS MECANICOS,3,123.76
1000002153," ROD IND,6X10-1/4"",CARGA,1X11-3/4X3/4""EC","RODILLO INDIVIDUAL BANDA,6X 10-1/4"",CARGA,1X11-3/4X3/4"" EC,CS,SELLADO,D",P 03 04 C1,5,EA,4,EE60,1000,"3,736.48",AVG-COST,934.12,,REPUESTOS MECANICOS,13,"3,736.48"
1000002157," ROD IND,6X10-1/4"",CARGA,1X11-3/4X3/4""EC","RODILLO INDIVIDUAL BANDA,6X 10-1/4"",CARGA,1X11-3/4X3/4"" EC,CS,SELLADO,D",1 PT 2 C09,5,EA,1,EE60,1005,"3,736.48",RECOVERED,0,,REPUESTOS MECANICOS,13,0
1000002176," ROD IND,6X10-1/4"",IMP,1X11-5/8X11/16""EC","RODILLO INDIVIDUAL BANDA,6X10-1/4"",IMPAC,1X11-5/8X11/16"" EC,HULE SBR,SELLADO,D",P 03 02 B1,57,EA,57,EE60,1000,"68,381.94",AVG-COST,"1,199.68",,REPUESTOS MECANICOS,0,"68,381.94"
1000002180," ROD IND,6X64"",RETOR,1X65-1/2X3/4"" E","RODILLO INDIVIDUAL BANDA,6X64"",RETOR,1X65-1/2X3/4"" EC,CS,SELLADO,D",P 03 02 E1,45,EA,41,EE60,1000,"131,092.99",AVG-COST,"3,197.39",,REPUESTOS MECANICOS,0,"131,092.99"
1000002181," ROD IND,6X64"",RETOR,1X65-1/2X3/4"" E","RODILLO INDIVIDUAL BANDA,6X64"",RETOR,1X65-1/2X3/4"" EC,CS,SELLADO,D",P 03 02 E1,45,EA,4,EE60,1005,"131,092.99",RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000002206," ROD IND,6X16-1/2"",CARGA,1X18X3/4"" EC","RODILLO INDIVIDUAL BANDA,6X16-1/2"",CARGA,1X18X3/4"" EC,CS,SELLADO,D",P 03 01 F1,45,EA,45,EE60,1000,"52,087.95",AVG-COST,"1,157.51",,REPUESTOS MECANICOS,0,"52,087.95"
1000002211," ROD IND,6X52"",RETOR,1X53-1/2X3/4"" EC","RODILLO INDIVIDUAL BANDA,6X52"",RETOR,1X53-1/2X3/4"" EC,CS,SELLADO,D",1 PT 4 D03,12,EA,11,EE60,1000,"29,999.20",AVG-COST,"2,727.20",,REPUESTOS MECANICOS,6,"29,999.20"
1000002227," ROD IND,6X52"",RETOR,1X53-1/2X3/4"" EC","RODILLO INDIVIDUAL BANDA,6X52"",RETOR,1X53-1/2X3/4"" EC,CS,SELLADO,D",1 PT 4 D03,12,EA,1,EE60,1005,"29,999.20",RECOVERED,0,,REPUESTOS MECANICOS,6,0
1000002230,"COPLE TUB., 1"", NPT, CED.40, ROSC., 150","COPLE TUBERIA, 1"", ROSCA NPT, CEDULA SCH 40, CONEXION ROSCADA, 150 LB, HIERRO MALEABLE GALV",1 07 09 B1,18,EA,18,EE60,1007,587.34,AVG-COST,32.63,K,REPUESTOS MECANICOS,9,587.34
1000002245,"RETEN,110 ID,ANILLO V,TSN 524 A,SKF","SELLO RETEN,110 ID,ANILLO V,TSN 524 A,SKF",1 09 07 F2,4,EA,4,EE60,1000,"2,025.47",AVG-COST,506.37,,REPUESTOS MECANICOS,0,"2,025.47"
1000002254,"COPLE, 4.007270, FLSMIDTH","ACOPLAMIENTO EJE, FLSMIDTH 4.007270",1 15 05 F1,8,EA,8,EE60,1000,"16,760.00",AVG-COST,"2,095.00",,REPUESTOS MECANICOS,0,"16,760.00"
1000002322,"MANGUITO FIJ., H 3122, SKF, 100 MM","MANGUITO FIJACION RODAMIENTO, 100 MM, H 3122 SKF",1 15 05 B1,0,EA,0,EE60,1005,0,RECOVERED,0.01,,REPUESTOS MECANICOS,0,0
1000002329,"RETEN,175 ID X 200 OD X15 HT MM,NBR","SELLO RETEN,175 ID X 200 OD X 15MM HT,NBR,RESORTE LABIO SENCILLO",1 15 07 A3,15,EA,15,EE60,1000,"5,697.24",AVG-COST,379.82,,REPUESTOS MECANICOS,0,"5,697.24"
1000002414,"REDUCCION, BUSH., 1-1/4"" X 1"", 150 LB, H","REDUCCION CONEXION, BUSHING, DIAMETRO MAYOR 1-1/4"" NPT, DIAMETRO MENOR 1"" NPT, PRESION 150 LB, HIERRO MALEABLE GALVANIZADO, NORMA",1 07 09 E2,13,EA,8,EE60,1007,575.95,AVG-COST,47.75,K,REPUESTOS MECANICOS,3,382
1000002444,"REDUCCION, BUSH., 1-1/4"" X 1"", 150 LB, H","REDUCCION CONEXION, BUSHING, DIAMETRO MAYOR 1-1/4"" NPT, DIAMETRO MENOR 1"" NPT, PRESION 150 LB, HIERRO MALEABLE GALVANIZADO, NORMA",1 07 09 E2,13,EA,5,EE60,1000,575.95,AVG-COST,38.79,,REPUESTOS MECANICOS,3,193.95
1000002647,"TUERCA UNION, 1/2"", ROSC., CED. 40, 150","TUERCA UNION, 1/2"", CEDULA 40, CONEXION ROSCADA, PRESION 150 PSI, TUBERIA, HIERRO MALEABLE GALVANIZADO",1 07 09 H2,121,EA,55,EE60,1000,"8,424.02",AVG-COST,69.62,K,REPUESTOS MECANICOS,12,"3,829.10"
1000002675,"TUERCA UNION, 1/2"", ROSC., CED. 40, 150","TUERCA UNION, 1/2"", CEDULA 40, CONEXION ROSCADA, PRESION 150 PSI, TUBERIA, HIERRO MALEABLE GALVANIZADO",1 07 09 H2,121,EA,66,EE60,1007,"8,424.02",AVG-COST,69.62,K,REPUESTOS MECANICOS,12,"4,594.92"
1000002780,"TUERCA UNION, 3/4"", ROSC., CED. 40, 150","TUERCA UNION, 3/4"", CEDULA 40, CONEXION ROSCADA, PRESION 150 PSI, TUBERIA, HIERRO MALEABLE GALVANIZADO",1 07 09 H3,12,EA,12,EE60,1000,"1,098.07",AVG-COST,91.51,,REPUESTOS MECANICOS,3,"1,098.07"
1000002783,"TUERCA UNION, 3/4"", ROSC., CED. 40, 150","TUERCA UNION, 3/4"", CEDULA 40, CONEXION ROSCADA, PRESION 150 PSI, TUBERIA, HIERRO MALEABLE GALVANIZADO",1 07 09 H3,12,EA,0,EE60,1007,"1,098.07",AVG-COST,98.95,K,REPUESTOS MECANICOS,3,0
1000002798,"TUBO IND., 1/2"" X 6.4 M, CED.40, CS GALV","TUBO INDUSTRIAL, DIMENSIONES 1/2"" OD X 6.4 M LG, CONEXION ROSCADA, CONSTRUCCION CON COSTURA, CEDULA 40, PRESION 700 PSI, MATERIAL",1 51 08 A1,83,M,38.4,EE60,1000,"7,716.78",AVG-COST,123.57,,REPUESTOS MECANICOS,61,"4,745.08"
1000002813,"TUBO IND., 1/2"" X 6.4 M, CED.40, CS GALV","TUBO INDUSTRIAL, DIMENSIONES 1/2"" OD X 6.4 M LG, CONEXION ROSCADA, CONSTRUCCION CON COSTURA, CEDULA 40, PRESION 700 PSI, MATERIAL",50102B06,83,M,0,EE60,1007,"7,716.78",AVG-COST,123.57,,REPUESTOS MECANICOS,61,0
1000003103,"TUBO IND., 1/2"" X 6.4 M, CED.40, CS GALV","TUBO INDUSTRIAL, DIMENSIONES 1/2"" OD X 6.4 M LG, CONEXION ROSCADA, CONSTRUCCION CON COSTURA, CEDULA 40, PRESION 700 PSI, MATERIAL",50102B06,83,M,0,EE60,1007,"7,716.78",AVG-COST,93.43,K,REPUESTOS MECANICOS,61,0
1000003133,"TUBO IND., 1/2"" X 6.4 M, CED.40, CS GALV","TUBO INDUSTRIAL, DIMENSIONES 1/2"" OD X 6.4 M LG, CONEXION ROSCADA, CONSTRUCCION CON COSTURA, CEDULA 40, PRESION 700 PSI, MATERIAL",50102B06,83,M,44.6,EE60,1007,"7,716.78",AVG-COST,66.63,K,REPUESTOS MECANICOS,61,"2,971.70"
1000003185,"RODAMIENTO, 22222 EK, SKF, 22222 E1K, F","RODAMIENTO, DE RODILLOS, FAG 22222E1K, SKF 22222 EK",1 05 02 F3,2,EA,2,EE60,1000,"7,143.65",AVG-COST,"3,571.83",,REPUESTOS MECANICOS,2,"7,143.65"
1000003265,"RODAMIENTO, 22222 EK, SKF, 22222 E1K, F","RODAMIENTO, DE RODILLOS, FAG 22222E1K, SKF 22222 EK",1 05 02 F3,2,EA,0,EE60,1007,"7,143.65",AVG-COST,"4,083.73",K,REPUESTOS MECANICOS,2,0
1000003339,"MEDIO ESLABON, ANSI 80-1, 1"", SENCILLO,","MEDIO ESLABON CANDADO, ANSI 80-1, PASO 1"", HILERA SENCILLO, CHAVETA",1 06 01 D4,3,EA,3,EE60,1007,137.14,AVG-COST,45.71,K,REPUESTOS MECANICOS,1,137.14
1000003340,"BARRA CUAD., 1/2"" X 6.10 M, CS, 1045, LA","BARRA METALICA, CUADRADA, 1/2"" OD X 6.10 M LG, ACERO 1045, LAMINADO EN FRIO",50102D02,6.671,KG,0,EE60,1007,406.4,AVG-COST,77.21,K,ACEROS,0,0
1000003364,"BARRA CUAD., 1/2"" X 6.10 M, CS, 1045, LA","BARRA METALICA, CUADRADA, 1/2"" OD X 6.10 M LG, ACERO 1045, LAMINADO EN FRIO",50102D02,6.671,KG,6.671,EE60,1007,406.4,AVG-COST,60.92,K,ACEROS,0,406.4
1000003534,"TORNILLO, 1/4"" X 2"", 20 UNC, HEX., GR 2","TORNILLO, 1/4"" OD x 2"" LG, 20 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, ACERO ASTM A307 B, SAE J429, SAE 1018, CON TUERCA",2 08 05 B1,21,EA,0,EE60,1007,21.84,AVG-COST,1.33,K,HERRAMIENTAS Y FERRETERIA,0,0
1000003535,"TORNILLO, 1/4"" X 2"", 20 UNC, HEX., GR 2","TORNILLO, 1/4"" OD x 2"" LG, 20 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, ACERO ASTM A307 B, SAE J429, SAE 1018, CON TUERCA",2 08 05 B1,21,EA,21,EE60,1007,21.84,AVG-COST,1.04,K,HERRAMIENTAS Y FERRETERIA,0,21.84
1000003576,"TORNILLO, 5/16"" X 2"", 18 UNC, HEX., GR 2","TORNILLO, 5/16"" OD x 2"" LG, 18 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, ACERO ASTM A307 B, SAE J429, SAE 1018, CON TUERCA",2 08 05 E1,534,EA,0,EE60,1007,865.08,AVG-COST,2.11,K,HERRAMIENTAS Y FERRETERIA,67,0
1000003630,"TORNILLO, 5/16"" X 2"", 18 UNC, HEX., GR 2","TORNILLO, 5/16"" OD x 2"" LG, 18 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, ACERO ASTM A307 B, SAE J429, SAE 1018, CON TUERCA",2 08 05 E1,534,EA,534,EE60,1007,865.08,AVG-COST,1.62,K,HERRAMIENTAS Y FERRETERIA,67,865.08
1000003642,"TORNILLO, 3/8"" X 2-1/2"", 16 UNC, HEX., G","TORNILLO, 3/8"" OD x 2-1/2"" LG, 16 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, SIN TUERCA",1 08 06 A1,405,EA,355,EE60,1007,905.25,AVG-COST,2.55,K,HERRAMIENTAS Y FERRETERIA,181,905.25
1000003664,"TORNILLO, 3/8"" X 2-1/2"", 16 UNC, HEX., G","TORNILLO, 3/8"" OD x 2-1/2"" LG, 16 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, SIN TUERCA",1 08 06 A1,405,EA,0,EE60,1007,905.25,AVG-COST,3.31,K,HERRAMIENTAS Y FERRETERIA,181,0
1000003671,"TORNILLO, 3/8"" X 2-1/2"", 16 UNC, HEX., G","TORNILLO, 3/8"" OD x 2-1/2"" LG, 16 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, SIN TUERCA",1 08 06 A1,405,EA,50,EE60,1005,905.25,RECOVERED,0,,HERRAMIENTAS Y FERRETERIA,181,0
1000003755,"TORNILLO, 3/8"" X 2-1/2"", 16 UNC, HEX., G","TORNILLO, 3/8"" OD x 2-1/2"" LG, 16 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, SIN TUERCA",1 08 06 A1,405,EA,0,EE60,1000,905.25,AVG-COST,3.2,,HERRAMIENTAS Y FERRETERIA,181,0
1000003832,"TORNILLO, 3/8"" X 3-1/2"", 16 UNC, HEX., G","TORNILLO, 3/8"" OD x 3-1/2"" LG, 16 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, ACERO BAJO CARBON ASTM A307 B, J429, SAE 1018, CON T",1 08 06 B2,90,EA,10,EE60,1000,360.6,AVG-COST,9.66,,HERRAMIENTAS Y FERRETERIA,65,96.6
1000003833,"TORNILLO, 3/8"" X 3-1/2"", 16 UNC, HEX., G","TORNILLO, 3/8"" OD x 3-1/2"" LG, 16 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, ACERO BAJO CARBON ASTM A307 B, J429, SAE 1018, CON T",2 08 06 B2,90,EA,0,EE60,1007,360.6,AVG-COST,4.28,K,HERRAMIENTAS Y FERRETERIA,65,0
1000003835,"TORNILLO, 3/8"" X 3-1/2"", 16 UNC, HEX., G","TORNILLO, 3/8"" OD x 3-1/2"" LG, 16 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, ACERO BAJO CARBON ASTM A307 B, J429, SAE 1018, CON T",2 08 06 B2,90,EA,80,EE60,1007,360.6,AVG-COST,3.3,K,HERRAMIENTAS Y FERRETERIA,65,264
1000003836,"TORNILLO, 1/2"" X 1"", 13 UNC, HEX., GR 2","TORNILLO, 1/2"" OD x 1"" LG, 13 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, ACERO ASTM A307, SAE J429, CON TUERCA",1 08 06 E1,698,EA,10,EE60,1000,"2,391.82",AVG-COST,5.95,,HERRAMIENTAS Y FERRETERIA,132,59.5
1000003841,"TORNILLO, 1/2"" X 1"", 13 UNC, HEX., GR 2","TORNILLO, 1/2"" OD x 1"" LG, 13 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, ACERO ASTM A307, SAE J429, CON TUERCA",2 08 06 E1,698,EA,0,EE60,1007,"2,391.82",AVG-COST,4.43,K,HERRAMIENTAS Y FERRETERIA,132,0
1000003868,"TORNILLO, 1/2"" X 1"", 13 UNC, HEX., GR 2","TORNILLO, 1/2"" OD x 1"" LG, 13 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, ACERO ASTM A307, SAE J429, CON TUERCA",2 08 06 E1,698,EA,688,EE60,1007,"2,391.82",AVG-COST,3.39,K,HERRAMIENTAS Y FERRETERIA,132,"2,332.32"
1000003905,"TORNILLO, 5/8"" X 3-1/2"", 11 UNC, HEX., G","TORNILLO, 5/8"" OD x 3-1/2"" LG, 11 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, ACERO ASTM A307, SAE J429, CON TUERCA",1 08 08 E1,200,EA,119,EE60,1000,"3,543.07",AVG-COST,21.98,,HERRAMIENTAS Y FERRETERIA,81,"2,615.62"
1000003983,"TORNILLO, 5/8"" X 3-1/2"", 11 UNC, HEX., G","TORNILLO, 5/8"" OD x 3-1/2"" LG, 11 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, ACERO ASTM A307, SAE J429, CON TUERCA",2 08 08 E1,200,EA,0,EE60,1007,"3,543.07",AVG-COST,14.92,K,HERRAMIENTAS Y FERRETERIA,81,0
1000004085,"TORNILLO, 5/8"" X 3-1/2"", 11 UNC, HEX., G","TORNILLO, 5/8"" OD x 3-1/2"" LG, 11 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 2, ACERO ASTM A307, SAE J429, CON TUERCA",2 08 08 E1,200,EA,81,EE60,1007,"3,543.07",AVG-COST,11.45,K,HERRAMIENTAS Y FERRETERIA,81,927.45
1000004096,"TORNILLO, 3/4"" X 1-1/2"", 10 UNC,","ZDEL TORNILLO, 3/4"""" OD X 1-1/2"""" LG, 10 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 1, ACERO ASTM A307, CON TUERCA""",1 08 09 B1,61,EA,0,EE60,1000,883.89,AVG-COST,11.5,,HERRAMIENTAS Y FERRETERIA,31,0
1000004194,"TORNILLO, 3/4"" X 1-1/2"", 10 UNC,","ZDEL TORNILLO, 3/4"""" OD X 1-1/2"""" LG, 10 UNC, CABEZA HEXAGONAL, TIPO MAQUINA, GR 1, ACERO ASTM A307, CON TUERCA""",2 08 09 B1,61,EA,0,EE60,1007,883.89,AVG-COST,15.78,K,HERRAMIENTAS Y FERRETERIA,31,0
